test_row_index,true_label,predicted_label,probability_fake,threshold,threshold_strategy,error_type,confidence_wrong,distance_to_threshold,case_bucket,row_id,user_id,asin,timestamp,title,rating,asin_split,user_id_split,timestamp_split,label,label_binary,text_snippet
3505,0,1,0.9747124910354614,0.5,default_0.5,false_positive_real_as_fake,0.9747124910354614,0.4747124910354614,false_positive_top,3505,AFVJBMNSE72SB2S42HGV2A3C4QMA,B07VL7KQM7,6/15/2020 3:00,"Loses its hair, poor quality.",2,B07VL7KQM7,AFVJBMNSE72SB2S42HGV2A3C4QMA,6/15/2020 3:00,0,0,"Loses its hair, poor quality."
4606,0,1,0.9729975461959839,0.5,default_0.5,false_positive_real_as_fake,0.9729975461959839,0.4729975461959839,false_positive_top,4606,AFCZPXDUS6HFEXUB4MGI5BPQ6LTA,B008FHGBNU,11/15/2019 6:40,It gets the tangles out,4,B008FHGBNU,AFCZPXDUS6HFEXUB4MGI5BPQ6LTA,11/15/2019 6:40,0,0,My granddaughter uses it
3446,0,1,0.9716868996620178,0.5,default_0.5,false_positive_real_as_fake,0.9716868996620178,0.4716868996620178,false_positive_top,3446,AH72NX6WDBZQOOHVI4NLLDSIUJHQ,B07CHS3866,7/1/2018 21:20,Four Stars,4,B07CHS3866,AH72NX6WDBZQOOHVI4NLLDSIUJHQ,7/1/2018 21:20,0,0,just started using it.
6007,0,1,0.9716604948043823,0.5,default_0.5,false_positive_real_as_fake,0.9716604948043823,0.4716604948043823,false_positive_top,6007,AHFHCUK3MXCZ3NBNSVEC2MF27Y6A,B01J4UYFG6,11/3/2017 6:20,Four Stars,4,B01J4UYFG6,AHFHCUK3MXCZ3NBNSVEC2MF27Y6A,11/3/2017 6:20,0,0,Great! Doesn’t flake.
6095,0,1,0.968321681022644,0.5,default_0.5,false_positive_real_as_fake,0.968321681022644,0.46832168102264404,false_positive_top,6095,AEFCHGBZFUDQQ36INJU46IXGTAMA,B075WF94X4,6/24/2022 0:20,works ok,4,B075WF94X4,AEFCHGBZFUDQQ36INJU46IXGTAMA,6/24/2022 0:20,0,0,still working
1052,0,1,0.9652600288391113,0.5,default_0.5,false_positive_real_as_fake,0.9652600288391113,0.46526002883911133,false_positive_top,1052,AHGZJTURP7T7KZT2JLLYAJ5WDYCQ,B01LZERDW6,10/26/2017 15:00,good for the price,4,B01LZERDW6,AHGZJTURP7T7KZT2JLLYAJ5WDYCQ,10/26/2017 15:00,0,0,"Very cute, good for the price."
2574,0,1,0.9644493460655212,0.5,default_0.5,false_positive_real_as_fake,0.9644493460655212,0.46444934606552124,false_positive_top,2574,AFKMAW55BXSUW2NTUYWRACBL4WRQ,B08CXB2Z69,2/23/2021 0:26,Wasn't satisfied,3,B08CXB2Z69,AFKMAW55BXSUW2NTUYWRACBL4WRQ,2/23/2021 0:26,0,0,Not was what expected
1482,0,1,0.9636409282684326,0.5,default_0.5,false_positive_real_as_fake,0.9636409282684326,0.4636409282684326,false_positive_top,1482,AHY2YBW5W5PJC5PAZMYX4I5VXPCA,B08KY9H3FD,3/2/2021 18:33,look nice,3,B08KY9H3FD,AHY2YBW5W5PJC5PAZMYX4I5VXPCA,3/2/2021 18:33,0,0,look good but edges lift very quickly
4884,0,1,0.9626616835594177,0.5,default_0.5,false_positive_real_as_fake,0.9626616835594177,0.4626616835594177,false_positive_top,4884,AFSUYR64A5EIPCZ4OGNDJHJHL6MA,B07DGCTKZK,9/25/2018 1:46,Three stars,3,B07DGCTKZK,AFSUYR64A5EIPCZ4OGNDJHJHL6MA,9/25/2018 1:46,0,0,Good enough quality for a cheap price.
4599,0,1,0.9610920548439026,0.5,default_0.5,false_positive_real_as_fake,0.9610920548439026,0.4610920548439026,false_positive_top,4599,AFHJ3I373JRGUJOUTHMVND2VMYHA,B06WWL6NLH,7/27/2017 21:13,Three Stars,3,B06WWL6NLH,AFHJ3I373JRGUJOUTHMVND2VMYHA,7/27/2017 21:13,0,0,Not long enough
3560,0,1,0.961039125919342,0.5,default_0.5,false_positive_real_as_fake,0.961039125919342,0.46103912591934204,false_positive_top,3560,AFMQ3ZSFJ2AFIC254PM35OPZZWTQ,B08Q3ZWQSY,3/16/2021 2:00,Doesn’t stay on,2,B08Q3ZWQSY,AFMQ3ZSFJ2AFIC254PM35OPZZWTQ,3/16/2021 2:00,0,0,Don’t stay on when sleeping
933,0,1,0.9560989141464233,0.5,default_0.5,false_positive_real_as_fake,0.9560989141464233,0.45609891414642334,false_positive_top,933,AGXONXJERTMCIDOP5HOSWCLSX5DA,B01JH0T0Q8,7/16/2018 14:06,No rough skin,4,B01JH0T0Q8,AGXONXJERTMCIDOP5HOSWCLSX5DA,7/16/2018 14:06,0,0,A good cream
4448,0,1,0.9520449638366699,0.5,default_0.5,false_positive_real_as_fake,0.9520449638366699,0.4520449638366699,false_positive_top,4448,AECDPSORHNEOAIXUOO7YB3SL4HMQ,B07GFT71J7,6/25/2019 16:26,Its ok,4,B07GFT71J7,AECDPSORHNEOAIXUOO7YB3SL4HMQ,6/25/2019 16:26,0,0,Its ok
4899,0,1,0.9471533298492432,0.5,default_0.5,false_positive_real_as_fake,0.9471533298492432,0.44715332984924316,false_positive_top,4899,AH3JXEIP3QNPGEXMXWL2SAWMWVRA,B08TH51DYQ,5/12/2021 17:20,Frizz problem,4,B08TH51DYQ,AH3JXEIP3QNPGEXMXWL2SAWMWVRA,5/12/2021 17:20,0,0,Pretty but will Frizz very quickly
5307,0,1,0.946035623550415,0.5,default_0.5,false_positive_real_as_fake,0.946035623550415,0.44603562355041504,false_positive_top,5307,AE4VY3S3R2GGGR2HE4LVDUTWHA2Q,B07BJZ5MH8,11/14/2019 22:20,Horrible,3,B07BJZ5MH8,AE4VY3S3R2GGGR2HE4LVDUTWHA2Q,11/14/2019 22:20,0,0,Sucks
563,1,0,0.012330513447523117,0.5,default_0.5,false_negative_fake_as_real,0.9876694865524769,0.4876694865524769,false_negative_top,563,AESCMVUHBQXJ2ZEZZY7GYOBFNT7Q,B08TBH486Y,5/29/2022 13:13,Love it,5,B08TBH486Y,AESCMVUHBQXJ2ZEZZY7GYOBFNT7Q,5/29/2022 13:13,1,1,"I used this wig with my Halloween costume. This wig is super soft, easy to comb and style."
6277,1,0,0.012842858210206032,0.5,default_0.5,false_negative_fake_as_real,0.987157141789794,0.48715714178979397,false_negative_top,6277,AEHU7EQ2DWEVKFPJSPVLY6XDSHDA,B07L8K15KD,10/13/2021 18:33,Great,5,B07L8K15KD,AEHU7EQ2DWEVKFPJSPVLY6XDSHDA,10/13/2021 18:33,1,1,"I ordered four sets. I only received two duplicates out of all of them. I'm assuming I got so lucky since I ordered them all together. Either way, I'm very happy with my purchase."
5403,1,0,0.013806678354740143,0.5,default_0.5,false_negative_fake_as_real,0.9861933216452599,0.48619332164525986,false_negative_top,5403,AH2ML2DWN5L22FTFWLQHZDT6MX5A,B07HD2L4YK,7/12/2019 2:53,Love it,4,B07HD2L4YK,AH2ML2DWN5L22FTFWLQHZDT6MX5A,7/12/2019 2:53,1,1,"I have really curly hair, and it did a great job straightening my hair."
4711,1,0,0.01576753333210945,0.5,default_0.5,false_negative_fake_as_real,0.9842324666678905,0.48423246666789055,false_negative_top,4711,AFN7L27IXV33TGCI4FHVE552JH2A,B07QZ4JC62,1/29/2020 23:20,Nice,4,B07QZ4JC62,AFN7L27IXV33TGCI4FHVE552JH2A,1/29/2020 23:20,1,1,This is nice quality and has held up well after many uses.
3212,1,0,0.01717022806406021,0.5,default_0.5,false_negative_fake_as_real,0.9828297719359398,0.4828297719359398,false_negative_top,3212,AGLJNCRKYLCFTNXDPJ2HYAWMFOUQ,B084NTBWQT,2/20/2022 15:13,Excellent,5,B084NTBWQT,AGLJNCRKYLCFTNXDPJ2HYAWMFOUQ,2/20/2022 15:13,1,1,"Beautiful designs, they are just the right size for the nail."
5982,1,0,0.017591755837202072,0.5,default_0.5,false_negative_fake_as_real,0.9824082441627979,0.48240824416279793,false_negative_top,5982,AFRKM5NWSIU6H543FQHLNN5ZNWSA,B09TKJQPN4,10/4/2022 2:20,Good,5,B09TKJQPN4,AFRKM5NWSIU6H543FQHLNN5ZNWSA,10/4/2022 2:20,1,1,Good  quality hair  I  bleached  it  several  times  n  it's  still soft
3137,1,0,0.01858983002603054,0.5,default_0.5,false_negative_fake_as_real,0.9814101699739695,0.48141016997396946,false_negative_top,3137,AHXNHLOD7E7ENVJ4QJEJIVFAOT5A,B0011DL8T2,9/23/2015 23:13,great,5,B0011DL8T2,AHXNHLOD7E7ENVJ4QJEJIVFAOT5A,9/23/2015 23:13,1,1,not lotion or oil really just rose water leaves skin nice and fresh with a gentle scent
2343,1,0,0.02014067769050598,0.5,default_0.5,false_negative_fake_as_real,0.979859322309494,0.479859322309494,false_negative_top,2343,AGHWHRNCF2AJBD7UNS7JHUK7XSYA,B00NQ2CCOQ,9/12/2018 11:00,Amazing,5,B00NQ2CCOQ,AGHWHRNCF2AJBD7UNS7JHUK7XSYA,9/12/2018 11:00,1,1,"Excellent company I got the item 2-3weels early. Smells great, perfect fir breast feeding"
2192,1,0,0.02027667872607708,0.5,default_0.5,false_negative_fake_as_real,0.9797233212739229,0.4797233212739229,false_negative_top,2192,AFVVSP4QRQCORIAEG4V4PIJQOXGA,B017O89LD2,8/12/2018 2:13,Great,5,B017O89LD2,AFVVSP4QRQCORIAEG4V4PIJQOXGA,8/12/2018 2:13,1,1,One of the few products that have consistantly detangled my hair and I have 5 different textures.
4464,1,0,0.02291511744260788,0.5,default_0.5,false_negative_fake_as_real,0.9770848825573921,0.4770848825573921,false_negative_top,4464,AH23OXHZNCXO2BGCUPHABIYPBE4Q,B091HZTZKZ,8/1/2021 17:46,Love it,4,B091HZTZKZ,AH23OXHZNCXO2BGCUPHABIYPBE4Q,8/1/2021 17:46,1,1,This unit is great. Very soft light weight and tangle free.
1469,1,0,0.0240645632147789,0.5,default_0.5,false_negative_fake_as_real,0.9759354367852211,0.4759354367852211,false_negative_top,1469,AGHZCZA7T43JCQQVXK6DCF32RAYQ,B07T96KT58,4/23/2020 2:46,Love it,5,B07T96KT58,AGHZCZA7T43JCQQVXK6DCF32RAYQ,4/23/2020 2:46,1,1,"I love this little thing, I love putting my own scents in it, I am so grateful I purchased it"
638,1,0,0.024590812623500824,0.5,default_0.5,false_negative_fake_as_real,0.9754091873764992,0.4754091873764992,false_negative_top,638,AEK25X7OZRXBKNW7G6Y6VOSDB2VQ,B088FQRMQN,7/17/2020 23:53,great,5,B088FQRMQN,AEK25X7OZRXBKNW7G6Y6VOSDB2VQ,7/17/2020 23:53,1,1,Loved this product gave my bun a fuller fluffy look!
822,1,0,0.0247042216360569,0.5,default_0.5,false_negative_fake_as_real,0.9752957783639431,0.4752957783639431,false_negative_top,822,AECBK62FXFZFHXA65QVYGWTESICA,B09B4XGMKZ,8/8/2022 17:33,Amazing,5,B09B4XGMKZ,AECBK62FXFZFHXA65QVYGWTESICA,8/8/2022 17:33,1,1,"This product was bought for a family member who has a bad eye. Which they said it is very comfortable, and helps them tremendously"
6208,1,0,0.025182418525218964,0.5,default_0.5,false_negative_fake_as_real,0.974817581474781,0.47481758147478104,false_negative_top,6208,AFL5UWOTUBQ73KIZF7YKPJGFPIEQ,B087R6RGGL,3/25/2021 8:13,Great,5,B087R6RGGL,AFL5UWOTUBQ73KIZF7YKPJGFPIEQ,3/25/2021 8:13,1,1,I like thebhair I purchased 3 packs because I was unsure but I love it. Light not heavy at all. No complaints
5833,1,0,0.02541181445121765,0.5,default_0.5,false_negative_fake_as_real,0.9745881855487823,0.47458818554878235,false_negative_top,5833,AF4JQ2HPCD6QVWSK6TVXKWFUI6TA,B06XFQGQX7,12/6/2018 1:33,Excellent,5,B06XFQGQX7,AF4JQ2HPCD6QVWSK6TVXKWFUI6TA,12/6/2018 1:33,1,1,This wax is very thick and smooth. It sets every hair in the brows very nicely
401,1,0,0.02639012038707733,0.5,default_0.5,false_negative_fake_as_real,0.9736098796129227,0.47360987961292267,false_negative_top,401,AHIHLZXKVQEKSTUXWENB37MCNP4Q,B01H54UGU2,8/18/2021 15:20,NOT the Correct Blonde,1,B01H54UGU2,AHIHLZXKVQEKSTUXWENB37MCNP4Q,8/18/2021 15:20,1,1,The blonde in the image is much lighter than what I received.
3913,1,0,0.026872005313634872,0.5,default_0.5,false_negative_fake_as_real,0.9731279946863651,0.4731279946863651,false_negative_top,3913,AE43BNBY4RPUZ5UIL5B5VXIGGIPA,B07H8VF1WT,3/18/2022 13:26,Love it,5,B07H8VF1WT,AE43BNBY4RPUZ5UIL5B5VXIGGIPA,3/18/2022 13:26,1,1,This spray is soft yet holds my hair. I love it
4900,1,0,0.02770961821079254,0.5,default_0.5,false_negative_fake_as_real,0.9722903817892075,0.47229038178920746,false_negative_top,4900,AHL7P7BUWERK3FFGFYC6NINYUJLQ,B08BZ3KPS7,9/16/2020 18:13,Great,5,B08BZ3KPS7,AHL7P7BUWERK3FFGFYC6NINYUJLQ,9/16/2020 18:13,1,1,Great for my hair salon. Easy to use and no fuss
1118,1,0,0.028521867468953133,0.5,default_0.5,false_negative_fake_as_real,0.9714781325310469,0.47147813253104687,false_negative_top,1118,AFYTI7B4BJSFPAN2P4Q3L54GJAZQ,B09B75BK97,2/12/2023 19:26,Excellent,5,B09B75BK97,AFYTI7B4BJSFPAN2P4Q3L54GJAZQ,2/12/2023 19:26,1,1,"I use it to sleep & relax. I also applied oils, and cream, before placing it. It really moist my neck.<br />Thank you.."
1042,1,0,0.028589684516191483,0.5,default_0.5,false_negative_fake_as_real,0.9714103154838085,0.4714103154838085,false_negative_top,1042,AHEVJTCQGJZZLZOFGHNZS5ZUSRUQ,B07772WDWH,8/6/2019 16:46,Love It,5,B07772WDWH,AHEVJTCQGJZZLZOFGHNZS5ZUSRUQ,8/6/2019 16:46,1,1,"I have straight hair but with this product the curl stays.  After I wash my hair, I spray my brush rollers with this and set my hair.  The curl stays....."
496,1,0,0.028802689164876938,0.5,default_0.5,false_negative_fake_as_real,0.9711973108351231,0.47119731083512306,false_negative_top,496,AFUXUFABW57CMEL3PO7ACRVGPFWA,B00MS93CCY,4/11/2015 5:26,Excellent,5,B00MS93CCY,AFUXUFABW57CMEL3PO7ACRVGPFWA,4/11/2015 5:26,1,1,"Excellent and easy to use, make sure when purchasing that you have the punch and anvil, this package does not come with them"
354,1,0,0.029418587684631348,0.5,default_0.5,false_negative_fake_as_real,0.9705814123153687,0.47058141231536865,false_negative_top,354,AGC5OEBRBQJRYLQUYW6BMWGR2E7A,B083DJCNRC,7/7/2020 22:13,Great,5,B083DJCNRC,AGC5OEBRBQJRYLQUYW6BMWGR2E7A,7/7/2020 22:13,1,1,I definitely recommend this product. It shipped very fast and was exactly as pictured. The bristles are perfect for dry brushing because they are firm yet soft. They don’t irritate or hurt my skin.
5762,1,0,0.030838970094919205,0.5,default_0.5,false_negative_fake_as_real,0.9691610299050808,0.4691610299050808,false_negative_top,5762,AHP2YDF6KJTA3BON7RU5HGGLYLEQ,B07PVYFVJS,4/16/2019 21:26,Love it,5,B07PVYFVJS,AHP2YDF6KJTA3BON7RU5HGGLYLEQ,4/16/2019 21:26,1,1,Hair was soft and true to length also takes color great
6061,1,0,0.030930662527680397,0.5,default_0.5,false_negative_fake_as_real,0.9690693374723196,0.4690693374723196,false_negative_top,6061,AFSIUBEKTGCLG4S3FHXP3SYYNOAQ,B08TBNT45S,11/5/2021 16:33,Nice,4,B08TBNT45S,AFSIUBEKTGCLG4S3FHXP3SYYNOAQ,11/5/2021 16:33,1,1,"I’m suffering from oil skin and this helps me a lot, especially while I’m at work!"
4499,1,0,0.031103502959012985,0.5,default_0.5,false_negative_fake_as_real,0.968896497040987,0.468896497040987,false_negative_top,4499,AHF7KBJZSGU554GWHPPR7HLEZETQ,B08676YMWC,6/11/2021 5:40,Amazing,5,B08676YMWC,AHF7KBJZSGU554GWHPPR7HLEZETQ,6/11/2021 5:40,1,1,I absolutely love love love this hair. I bleached and colored and still had minimal shedding and no tangling. Will definitely be ordering again.
563,1,0,0.012330513447523117,0.5,default_0.5,false_negative_fake_as_real,0.9876694865524769,0.4876694865524769,highest_confidence_wrong,563,AESCMVUHBQXJ2ZEZZY7GYOBFNT7Q,B08TBH486Y,5/29/2022 13:13,Love it,5,B08TBH486Y,AESCMVUHBQXJ2ZEZZY7GYOBFNT7Q,5/29/2022 13:13,1,1,"I used this wig with my Halloween costume. This wig is super soft, easy to comb and style."
2169,0,1,0.9872927665710449,0.5,default_0.5,false_positive_real_as_fake,0.9872927665710449,0.4872927665710449,highest_confidence_wrong,2169,AGUEFZUYXDUAC6DEFIHHMUAR3PEA,B01CTQC9J2,1/24/2017 1:06,Ehh,2,B01CTQC9J2,AGUEFZUYXDUAC6DEFIHHMUAR3PEA,1/24/2017 1:06,0,0,Ehh
6277,1,0,0.012842858210206032,0.5,default_0.5,false_negative_fake_as_real,0.987157141789794,0.48715714178979397,highest_confidence_wrong,6277,AEHU7EQ2DWEVKFPJSPVLY6XDSHDA,B07L8K15KD,10/13/2021 18:33,Great,5,B07L8K15KD,AEHU7EQ2DWEVKFPJSPVLY6XDSHDA,10/13/2021 18:33,1,1,"I ordered four sets. I only received two duplicates out of all of them. I'm assuming I got so lucky since I ordered them all together. Either way, I'm very happy with my purchase."
5403,1,0,0.013806678354740143,0.5,default_0.5,false_negative_fake_as_real,0.9861933216452599,0.48619332164525986,highest_confidence_wrong,5403,AH2ML2DWN5L22FTFWLQHZDT6MX5A,B07HD2L4YK,7/12/2019 2:53,Love it,4,B07HD2L4YK,AH2ML2DWN5L22FTFWLQHZDT6MX5A,7/12/2019 2:53,1,1,"I have really curly hair, and it did a great job straightening my hair."
2058,0,1,0.9852931499481201,0.5,default_0.5,false_positive_real_as_fake,0.9852931499481201,0.4852931499481201,highest_confidence_wrong,2058,AGRKZYDKMIYQSGCCFPNJENMTASFA,B07LDDP5TV,10/17/2020 18:40,nice and thick and soft,4,B07LDDP5TV,AGRKZYDKMIYQSGCCFPNJENMTASFA,10/17/2020 18:40,0,0,looks great!
3609,0,1,0.984893798828125,0.5,default_0.5,false_positive_real_as_fake,0.984893798828125,0.484893798828125,highest_confidence_wrong,3609,AFS37W3ZHLLPYEGY2R6HIT3ZAWAQ,B01LFO6IZK,12/7/2017 7:00,Three Stars,3,B01LFO6IZK,AFS37W3ZHLLPYEGY2R6HIT3ZAWAQ,12/7/2017 7:00,0,0,it's ok
2293,0,1,0.9844256043434143,0.5,default_0.5,false_positive_real_as_fake,0.9844256043434143,0.4844256043434143,highest_confidence_wrong,2293,AGIQCNVVTMVEMYP5WGVBGNNZXVRA,B079Y9LCXB,9/2/2018 20:26,100% effect,3,B079Y9LCXB,AGIQCNVVTMVEMYP5WGVBGNNZXVRA,9/2/2018 20:26,0,0,Excelent product
4711,1,0,0.01576753333210945,0.5,default_0.5,false_negative_fake_as_real,0.9842324666678905,0.48423246666789055,highest_confidence_wrong,4711,AFN7L27IXV33TGCI4FHVE552JH2A,B07QZ4JC62,1/29/2020 23:20,Nice,4,B07QZ4JC62,AFN7L27IXV33TGCI4FHVE552JH2A,1/29/2020 23:20,1,1,This is nice quality and has held up well after many uses.
4060,0,1,0.9836122989654541,0.5,default_0.5,false_positive_real_as_fake,0.9836122989654541,0.4836122989654541,highest_confidence_wrong,4060,AEAK4M57EQ5CHHFMWXWPPDU7RU5Q,B01GQLTYLC,12/18/2016 16:53,Two Stars,2,B01GQLTYLC,AEAK4M57EQ5CHHFMWXWPPDU7RU5Q,12/18/2016 16:53,0,0,arrived very dry
3212,1,0,0.01717022806406021,0.5,default_0.5,false_negative_fake_as_real,0.9828297719359398,0.4828297719359398,highest_confidence_wrong,3212,AGLJNCRKYLCFTNXDPJ2HYAWMFOUQ,B084NTBWQT,2/20/2022 15:13,Excellent,5,B084NTBWQT,AGLJNCRKYLCFTNXDPJ2HYAWMFOUQ,2/20/2022 15:13,1,1,"Beautiful designs, they are just the right size for the nail."
5982,1,0,0.017591755837202072,0.5,default_0.5,false_negative_fake_as_real,0.9824082441627979,0.48240824416279793,highest_confidence_wrong,5982,AFRKM5NWSIU6H543FQHLNN5ZNWSA,B09TKJQPN4,10/4/2022 2:20,Good,5,B09TKJQPN4,AFRKM5NWSIU6H543FQHLNN5ZNWSA,10/4/2022 2:20,1,1,Good  quality hair  I  bleached  it  several  times  n  it's  still soft
3137,1,0,0.01858983002603054,0.5,default_0.5,false_negative_fake_as_real,0.9814101699739695,0.48141016997396946,highest_confidence_wrong,3137,AHXNHLOD7E7ENVJ4QJEJIVFAOT5A,B0011DL8T2,9/23/2015 23:13,great,5,B0011DL8T2,AHXNHLOD7E7ENVJ4QJEJIVFAOT5A,9/23/2015 23:13,1,1,not lotion or oil really just rose water leaves skin nice and fresh with a gentle scent
2343,1,0,0.02014067769050598,0.5,default_0.5,false_negative_fake_as_real,0.979859322309494,0.479859322309494,highest_confidence_wrong,2343,AGHWHRNCF2AJBD7UNS7JHUK7XSYA,B00NQ2CCOQ,9/12/2018 11:00,Amazing,5,B00NQ2CCOQ,AGHWHRNCF2AJBD7UNS7JHUK7XSYA,9/12/2018 11:00,1,1,"Excellent company I got the item 2-3weels early. Smells great, perfect fir breast feeding"
2192,1,0,0.02027667872607708,0.5,default_0.5,false_negative_fake_as_real,0.9797233212739229,0.4797233212739229,highest_confidence_wrong,2192,AFVVSP4QRQCORIAEG4V4PIJQOXGA,B017O89LD2,8/12/2018 2:13,Great,5,B017O89LD2,AFVVSP4QRQCORIAEG4V4PIJQOXGA,8/12/2018 2:13,1,1,One of the few products that have consistantly detangled my hair and I have 5 different textures.
4185,0,1,0.9795925617218018,0.5,default_0.5,false_positive_real_as_fake,0.9795925617218018,0.47959256172180176,highest_confidence_wrong,4185,AEUOKK4ZERRZ7RXMND2QCNJ4UHJQ,B08P4QQXHL,5/15/2021 14:46,Too tight and painful,2,B08P4QQXHL,AEUOKK4ZERRZ7RXMND2QCNJ4UHJQ,5/15/2021 14:46,0,0,Too tight and painful
1621,0,1,0.9795061349868774,0.5,default_0.5,false_positive_real_as_fake,0.9795061349868774,0.47950613498687744,highest_confidence_wrong,1621,AGHPJVTDIS2GSXPYHL3IGL46TKPA,B007BBW1WG,9/29/2016 3:33,Three Stars,3,B007BBW1WG,AGHPJVTDIS2GSXPYHL3IGL46TKPA,9/29/2016 3:33,0,0,Its an ok mask.
1535,0,1,0.9776700735092163,0.5,default_0.5,false_positive_real_as_fake,0.9776700735092163,0.4776700735092163,highest_confidence_wrong,1535,AF4ID4I76VMOPH7PCBFODAKK65KQ,B01MDTVZTZ,12/15/2022 18:46,Great product,4,B01MDTVZTZ,AF4ID4I76VMOPH7PCBFODAKK65KQ,12/15/2022 18:46,0,0,Pores are tightening
3992,0,1,0.9776427745819092,0.5,default_0.5,false_positive_real_as_fake,0.9776427745819092,0.4776427745819092,highest_confidence_wrong,3992,AEL26EZISWPJHAOQ2YI54CRVJREQ,B08TM1NJRD,4/18/2021 12:46,So-so,3,B08TM1NJRD,AEL26EZISWPJHAOQ2YI54CRVJREQ,4/18/2021 12:46,0,0,Expected more from the product
4464,1,0,0.02291511744260788,0.5,default_0.5,false_negative_fake_as_real,0.9770848825573921,0.4770848825573921,highest_confidence_wrong,4464,AH23OXHZNCXO2BGCUPHABIYPBE4Q,B091HZTZKZ,8/1/2021 17:46,Love it,4,B091HZTZKZ,AH23OXHZNCXO2BGCUPHABIYPBE4Q,8/1/2021 17:46,1,1,This unit is great. Very soft light weight and tangle free.
1469,1,0,0.0240645632147789,0.5,default_0.5,false_negative_fake_as_real,0.9759354367852211,0.4759354367852211,highest_confidence_wrong,1469,AGHZCZA7T43JCQQVXK6DCF32RAYQ,B07T96KT58,4/23/2020 2:46,Love it,5,B07T96KT58,AGHZCZA7T43JCQQVXK6DCF32RAYQ,4/23/2020 2:46,1,1,"I love this little thing, I love putting my own scents in it, I am so grateful I purchased it"
